,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque
328,2017,750000,19000,Diesel,1,0,First Owner,28.4,1248,74.02,5,190.0
329,2012,95000,265000,Diesel,1,1,Second Owner,17.0,1405,70.0,5,133.0
330,2020,409999,35000,CNG,1,1,First Owner,34.87,1196,61.7,5,85.0
331,2014,215000,80000,Petrol,1,1,Second Owner,23.95,998,67.05,5,90.0
332,2016,1290000,50000,Diesel,1,0,First Owner,16.0,2179,140.0,7,330.0
333,2010,150000,80000,Petrol,1,1,First Owner,20.92,998,67.1,5,90.0
334,2018,325000,100000,Petrol,1,1,First Owner,23.84,1199,84.0,5,114.0
335,2013,260000,120000,Petrol,1,1,Second Owner,15.1,1196,73.0,5,101.0
336,2019,3800000,20000,Diesel,1,0,First Owner,18.0,1969,190.0,5,400.0
337,2019,5400000,7500,Diesel,0,0,First Owner,16.78,1995,190.0,5,400.0
338,2019,700000,40000,Diesel,1,0,First Owner,23.8,1498,78.9,5,160.0
339,2017,950000,45000,Diesel,1,1,First Owner,21.38,1396,88.7,5,220.0
340,2010,160000,80000,Petrol,1,1,Second Owner,19.7,796,46.3,5,62.0
341,2015,409999,135000,Diesel,1,1,Second Owner,24.4,1120,71.01,5,181.0
342,2015,840000,120000,Diesel,1,1,Second Owner,12.99,2494,100.6,7,200.0
343,2013,450000,67000,Diesel,1,1,First Owner,23.59,1364,67.1,5,170.0
344,2017,900000,50000,Diesel,1,1,First Owner,28.4,1248,74.02,5,190.0
345,2008,570000,134000,Diesel,1,1,Second Owner,12.8,2494,102.0,7,201.0
346,2011,254999,110000,Diesel,1,1,Second Owner,23.08,1461,63.1,5,160.0
347,2009,130000,40000,Petrol,1,1,First Owner,16.1,796,37.0,4,59.0
348,2013,530000,120000,Diesel,1,1,Second Owner,23.4,1248,74.0,5,190.0
349,2015,520000,110000,Diesel,1,1,Second Owner,20.14,1498,88.8,5,230.0
350,2011,229999,170000,Diesel,1,1,Second Owner,21.0,1461,64.1,5,160.0
351,2004,81000,80000,Petrol,1,1,Second Owner,16.1,796,37.0,4,59.0
352,2016,600000,47000,Diesel,1,1,First Owner,25.2,1248,74.0,5,190.0
353,2015,409999,93000,Petrol,1,1,First Owner,19.1,1197,81.86,5,114.0
354,2015,292000,70000,Diesel,1,1,First Owner,20.0,1399,68.05,5,160.0
355,2012,390000,80000,Diesel,1,1,First Owner,13.93,2179,138.03,7,320.0
356,2016,550000,44000,Petrol,1,1,First Owner,18.16,1196,86.8,5,112.0
357,2014,385000,25000,Petrol,1,1,First Owner,23.1,998,67.04,5,90.0
358,2016,800000,25000,Petrol,1,1,First Owner,15.29,1591,121.3,5,151.0
359,2019,675000,10000,Petrol,1,1,First Owner,21.21,1197,81.8,5,113.0
360,2018,1525000,50000,Diesel,1,1,First Owner,17.6,2179,153.86,7,400.0
361,2018,950000,30000,Diesel,1,1,First Owner,23.0,1498,98.96,5,205.0
362,2015,610000,50000,Diesel,1,1,Second Owner,21.19,1396,88.73,5,220.0
363,2012,525000,120000,Diesel,1,1,First Owner,22.54,1396,88.73,5,220.0
364,2015,375000,80000,Diesel,1,1,First Owner,15.96,2523,62.1,7,195.0
365,2015,580000,90000,Diesel,1,1,First Owner,20.45,1461,83.8,5,200.0
366,2015,434999,50000,Petrol,1,1,Second Owner,20.4,1197,83.11,5,115.0
367,2020,350000,2136,Petrol,1,1,First Owner,22.5,999,67.0,5,91.0
368,2012,730000,250000,Diesel,1,1,First Owner,12.99,2494,100.0,7,200.0
369,2015,1050000,120000,Diesel,1,1,First Owner,12.99,2494,100.6,7,200.0
370,2017,735000,70000,Diesel,1,1,First Owner,27.39,1248,74.0,5,190.0
371,2018,1050000,18000,Diesel,0,1,First Owner,19.6,1461,108.45,5,245.0
372,2016,420000,110000,Diesel,1,1,Second Owner,18.2,1248,73.74,7,173.0
373,2017,800000,60000,Diesel,1,1,First Owner,23.65,1248,88.5,5,200.0
374,2015,2000000,60000,Diesel,1,0,First Owner,12.55,2982,168.5,7,360.0
375,2016,600000,147000,Diesel,1,1,Second Owner,26.59,1248,74.0,5,190.0
376,2015,1900000,130000,Diesel,1,0,First Owner,12.55,2982,168.5,7,360.0
377,2011,500000,99500,Diesel,1,1,Third Owner,11.5,1991,147.9,7,320.0
378,2011,200000,110000,Diesel,1,1,Second Owner,17.0,1405,71.0,5,135.0
379,2016,370000,35000,Petrol,1,1,First Owner,19.49,1198,67.04,5,104.0
380,2010,260000,110000,Diesel,1,1,Second Owner,16.2,1493,110.0,5,236.0
381,2014,610000,21000,Petrol,1,1,First Owner,16.02,1373,93.7,7,130.0
382,2013,300000,60000,Diesel,1,1,Second Owner,23.5,1498,90.0,5,204.0
383,2010,140000,40000,Diesel,1,1,First Owner,16.6,1405,70.0,5,141.0
384,2008,229999,50000,Petrol,1,1,First Owner,19.81,1086,68.05,5,100.0
385,2010,200000,65000,Petrol,1,1,Second Owner,19.0,998,66.1,5,90.0
386,2011,200000,80000,Petrol,1,1,First Owner,18.9,998,67.1,5,90.0
387,2015,560000,119000,Diesel,1,1,First Owner,23.9,1582,126.2,5,260.0
388,2016,750000,80000,Diesel,1,1,First Owner,24.52,1248,88.5,7,200.0
389,2017,585000,90000,Diesel,1,1,First Owner,25.2,1248,74.0,5,190.0
390,2016,760000,20000,Petrol,1,1,First Owner,17.01,1591,121.4,5,155.0
391,2014,430000,80000,Diesel,1,1,Second Owner,25.2,1248,74.0,5,190.0
392,2020,480000,44665,Diesel,1,1,First Owner,25.32,1198,77.0,6,190.0
393,2019,643000,10000,Diesel,1,1,First Owner,20.8,1493,113.4,5,250.0
394,2018,500000,60000,Petrol,1,1,First Owner,20.14,1197,81.86,5,114.0
395,2016,425000,22000,Petrol,1,1,First Owner,18.5,1198,86.8,5,109.0
396,2014,250000,25000,Petrol,1,1,First Owner,22.74,796,47.3,5,69.0
397,2016,285000,70000,Diesel,1,1,First Owner,27.62,793,47.0,5,125.0
398,2008,160000,123000,Petrol,1,1,Third Owner,17.5,1298,85.8,5,114.0
399,2011,250000,70000,Diesel,1,1,Second Owner,20.54,1598,103.6,5,250.0
400,2013,409999,45000,Diesel,1,1,First Owner,23.59,1364,67.06,5,170.0
401,2015,400000,40000,Petrol,1,0,First Owner,18.9,1197,82.0,5,114.0
402,2019,700000,30000,Diesel,1,1,First Owner,28.4,1248,74.02,5,190.0
403,2007,350000,90000,Petrol,1,0,First Owner,12.9,1799,130.0,5,172.0
404,2016,660000,34000,Petrol,1,1,Second Owner,17.5,1373,91.1,7,130.0
405,2017,268000,25000,Petrol,1,1,First Owner,24.7,796,47.3,5,69.0
406,2016,270000,50000,Petrol,1,1,First Owner,22.74,796,47.3,5,69.0
407,2013,300000,50000,Diesel,1,1,First Owner,25.44,936,57.6,5,150.0
408,2017,450000,90000,Petrol,1,1,First Owner,23.84,1199,84.0,5,114.0
409,2012,220000,70000,Diesel,1,1,Second Owner,25.44,936,57.6,5,150.0
410,2009,250000,146000,Diesel,1,1,Second Owner,13.93,2179,138.0,7,320.0
411,2012,300000,85000,Petrol,1,1,Second Owner,15.6,1196,70.0,5,102.0
412,2009,88000,201850,Diesel,1,1,Second Owner,17.88,1396,52.8,5,85.0
413,2016,561000,30000,Diesel,1,1,First Owner,26.59,1248,74.0,5,190.0
414,2018,755000,15000,Diesel,1,1,First Owner,28.4,1248,74.02,5,190.0
415,2011,165000,90000,Petrol,1,1,First Owner,20.92,998,67.1,5,90.0
416,2008,190000,80000,Diesel,1,1,Second Owner,19.3,1248,73.9,5,190.0
417,2011,110000,50000,Diesel,1,1,First Owner,17.2,1396,53.5,5,84.0
418,2012,320000,80000,Diesel,1,1,Second Owner,13.6,2523,63.0,8,180.0
419,2016,540000,38000,Petrol,1,1,First Owner,18.6,1197,81.83,5,115.0
420,2016,270000,100000,Petrol,1,1,Third Owner,15.37,1196,73.0,7,101.0
421,2012,450000,30000,Petrol,1,1,First Owner,17.5,1197,85.8,5,114.0
422,2014,450000,30000,Petrol,1,1,First Owner,19.1,1197,85.8,5,114.0
423,2015,200000,50000,Petrol,1,1,First Owner,18.6,1199,76.8,5,107.0
424,2016,400000,30000,Petrol,1,1,First Owner,18.2,1199,82.4,5,109.0
425,2009,125000,60000,Petrol,1,1,Third Owner,19.7,796,46.3,5,62.0
426,2018,1600000,14000,Diesel,1,1,First Owner,17.1,1956,170.0,5,350.0
427,2015,900000,22000,Petrol,1,1,First Owner,17.4,1497,117.3,5,145.0
428,2012,450000,90000,Diesel,1,1,First Owner,20.54,1598,103.6,5,250.0
429,2018,801000,20000,Petrol,1,1,First Owner,18.6,1197,81.83,5,115.0
430,2014,317000,15000,Diesel,1,1,First Owner,15.42,1405,70.0,7,135.0
431,2014,330000,30000,Petrol,1,1,Second Owner,18.5,1197,82.85,5,114.0
432,2007,120000,110000,Petrol,1,1,Second Owner,15.3,1341,83.0,5,115.0
433,2015,220000,80000,Petrol,1,1,First Owner,18.2,1199,82.4,5,109.0
434,2015,340000,110000,Petrol,1,1,First Owner,17.57,1193,88.7,5,140.0
435,2013,200000,70000,Diesel,1,1,Second Owner,19.68,1399,67.0,5,160.0
436,2002,140000,50000,Petrol,1,1,Second Owner,19.7,796,46.3,5,62.0
437,2013,1000000,190000,Diesel,1,1,First Owner,12.99,2494,100.6,8,200.0
438,2010,495000,100000,Diesel,1,1,Second Owner,13.6,2523,63.0,7,180.0
439,2015,236000,60000,Petrol,1,1,First Owner,22.74,796,47.3,5,69.0
440,2009,275000,90000,Diesel,1,1,Second Owner,19.3,1248,73.9,5,190.0
441,2017,775000,32000,Diesel,0,1,First Owner,24.3,1248,88.5,5,200.0
442,2016,1800000,30000,Diesel,1,0,First Owner,11.36,2755,171.5,7,360.0
443,2018,750000,5000,Diesel,1,1,First Owner,24.3,1248,88.5,5,200.0
444,2018,580000,32000,Petrol,1,1,First Owner,18.9,1197,81.86,5,114.0
445,2016,484999,30000,Petrol,1,1,First Owner,18.7,1199,88.7,5,110.0
446,2017,700000,43000,Petrol,0,1,First Owner,15.4,1497,117.3,7,145.0
447,2012,415000,60000,Petrol,0,1,First Owner,17.7,1497,113.42,5,145.0
448,2015,325000,50000,Petrol,1,0,First Owner,19.34,1198,76.0,5,104.0
449,2018,550000,14200,Petrol,1,1,First Owner,18.16,1196,86.8,5,112.0
450,2017,300000,10000,Petrol,1,1,First Owner,21.1,814,55.2,5,75.0
451,2018,217000,25000,Petrol,1,1,First Owner,22.7,799,53.64,5,72.0
452,2018,700000,19100,Petrol,1,1,First Owner,19.0,1194,94.68,5,120.0
453,2014,484999,54000,Diesel,0,1,First Owner,23.0,1498,98.96,5,205.0
454,2018,670000,35000,Diesel,1,1,First Owner,22.71,1461,84.8,5,200.0
455,2018,500000,20000,Petrol,1,1,Second Owner,18.9,1197,81.86,5,114.0
456,2016,675000,52000,Diesel,1,1,First Owner,23.65,1248,88.5,5,200.0
457,2011,220000,120000,Diesel,1,1,Second Owner,23.0,1396,90.0,5,220.0
458,2013,630000,120000,Diesel,1,1,Second Owner,20.77,1248,88.8,7,200.0
459,2010,250000,90000,Diesel,1,1,Second Owner,18.8,1248,90.0,5,200.0
460,2013,525000,75000,Diesel,1,0,First Owner,22.32,1582,126.3,5,260.0
461,2016,1100000,100000,Diesel,1,1,First Owner,15.4,1997,120.0,7,280.0
462,2012,480000,55735,Diesel,1,1,Second Owner,19.01,1461,108.45,5,248.0
463,2014,605000,80000,Diesel,1,1,Second Owner,15.1,2179,140.0,7,330.0
464,2016,250000,50000,Petrol,1,1,Second Owner,24.7,796,47.3,5,69.0
465,2013,245000,70000,Diesel,1,1,Second Owner,20.0,1399,68.1,5,160.0
466,2012,210000,76000,Petrol,1,1,Fourth & Above Owner,20.36,1197,78.9,5,112.0
467,2020,730000,1500,Petrol,1,1,First Owner,21.21,1197,81.8,5,113.0
468,2012,500000,76000,Diesel,1,1,First Owner,15.96,2523,62.1,7,195.0
469,2015,280000,60000,Petrol,1,1,Second Owner,21.1,814,55.2,5,75.0
470,2009,561000,170000,Diesel,1,1,Third Owner,12.8,2494,102.0,8,201.0
471,2013,950000,181491,Diesel,0,1,First Owner,13.5,2477,175.56,7,400.0
472,2016,375000,53319,Diesel,0,1,First Owner,25.44,936,56.3,5,143.0
473,2017,700000,40906,Diesel,0,1,First Owner,21.66,1498,108.62,5,250.0
474,2012,375000,31711,Petrol,0,1,Second Owner,17.6,1496,88.7,5,132.0
475,2012,270000,43755,Petrol,0,1,Second Owner,21.1,814,55.2,5,75.0
476,2010,225000,59549,Petrol,0,1,First Owner,19.0,998,67.1,5,90.0
477,2015,1350000,94385,Diesel,0,1,First Owner,12.99,2494,100.6,8,200.0
478,2010,200000,73730,Petrol,0,1,First Owner,18.2,998,67.1,5,90.0
479,2013,1500000,148120,Diesel,0,1,First Owner,14.24,2755,174.5,7,420.0
480,2018,580000,30000,Petrol,1,0,First Owner,18.9,1197,81.86,5,114.0
481,2011,337000,142000,Diesel,1,1,Third Owner,13.7,2179,138.1,7,320.0
482,2011,175000,20000,Diesel,1,1,First Owner,12.2,1948,68.0,10,1128.0
483,2009,180000,120000,Diesel,1,1,Second Owner,18.8,1248,90.0,5,200.0
484,2011,200000,80000,Petrol,1,1,First Owner,19.81,1086,68.05,5,100.0
485,2016,260000,60000,Diesel,1,1,First Owner,19.09,1405,69.01,5,135.0
486,2016,350000,25000,Petrol,1,1,First Owner,23.01,999,67.0,5,91.0
487,2011,409999,50000,Diesel,1,1,Second Owner,13.6,2523,63.0,7,180.0
488,2017,655000,126000,Diesel,1,1,First Owner,18.49,1493,100.0,7,240.0
489,2015,370000,170000,Diesel,1,1,First Owner,26.59,1248,74.0,5,190.0
490,2013,200000,24000,Petrol,1,1,First Owner,22.74,796,47.3,5,69.0
491,2017,800000,100000,Diesel,1,1,Second Owner,24.52,1248,88.5,7,200.0
492,2019,550000,10000,Petrol,1,1,First Owner,24.0,1199,83.81,5,114.0
493,2012,300000,70000,Diesel,1,1,Second Owner,20.0,1399,68.0,5,160.0
494,2011,196000,110000,Petrol,1,1,First Owner,18.9,998,67.1,5,90.0
495,2008,135000,80000,Petrol,1,1,Second Owner,19.81,1086,68.05,5,100.0
496,2015,299000,16500,Petrol,1,1,First Owner,17.57,1193,88.7,5,140.0
497,2017,300000,30000,Petrol,1,1,First Owner,23.95,998,67.05,5,90.0
498,2017,720000,80000,Diesel,1,1,First Owner,24.52,1248,88.5,7,200.0
499,2016,300000,25000,Petrol,1,1,First Owner,23.95,998,67.05,5,90.0
500,2019,750000,20000,Diesel,1,1,First Owner,24.0,1186,73.97,5,191.0
501,2016,260000,60000,Petrol,1,1,First Owner,25.17,799,53.3,5,72.0
502,2014,600000,50000,Diesel,1,1,Second Owner,15.96,2523,62.1,7,195.0
503,2004,275000,100000,Petrol,1,0,Second Owner,9.0,2997,218.0,5,196.0
504,2015,250000,52000,Petrol,1,1,First Owner,23.95,998,67.05,5,90.0
505,2014,420000,80000,Diesel,1,1,First Owner,23.4,1248,74.0,5,190.0
506,2015,235000,50000,Petrol,1,1,First Owner,21.1,814,55.2,5,75.0
507,2016,1100000,60000,Diesel,1,1,First Owner,15.4,2179,120.0,7,280.0
508,2019,360000,25000,Petrol,1,1,First Owner,23.95,998,67.05,5,90.0
509,2014,380000,50000,Diesel,1,1,Second Owner,24.0,1120,70.0,5,160.0
510,2016,650000,125000,Diesel,1,1,First Owner,22.77,1498,98.59,5,205.0
511,2016,350000,80000,Petrol,1,1,First Owner,20.51,998,67.04,5,90.0
512,2017,700000,70000,Diesel,1,1,First Owner,15.96,2523,63.0,9,180.0
513,2010,270000,90000,Diesel,1,1,Third Owner,23.0,1396,90.0,5,220.0
514,2017,450000,50000,Diesel,1,1,First Owner,22.95,1248,74.0,5,190.0
515,2016,630000,101000,Diesel,1,1,First Owner,16.55,2498,105.0,6,247.0
516,2011,270000,40000,Petrol,1,1,First Owner,18.9,998,67.1,5,90.0
517,2009,135000,28900,Petrol,1,1,Second Owner,0.0,1172,65.0,5,97.0
518,2012,275000,20000,Petrol,1,1,First Owner,18.9,998,67.1,5,90.0
519,2016,2000000,68089,Petrol,0,0,First Owner,19.16,2494,157.7,5,213.0
520,2015,634000,165000,Diesel,1,1,First Owner,18.49,1493,100.0,7,240.0
521,2012,235000,98500,Petrol,1,1,Second Owner,19.0,998,66.1,5,90.0
522,2008,275000,98000,Petrol,1,1,Third Owner,20.36,1197,78.9,5,112.0
523,2014,700000,40000,Diesel,1,1,Second Owner,16.55,2498,105.0,6,247.0
524,2013,400000,90000,Diesel,1,1,First Owner,20.3,1248,92.0,5,209.0
525,2012,215000,90000,Petrol,1,1,Third Owner,19.7,796,46.3,5,62.0
526,2009,150000,110000,Diesel,1,1,Second Owner,17.1,1493,110.0,5,236.0
527,2018,950000,77800,Diesel,1,1,First Owner,25.1,1248,88.5,5,200.0
528,2015,730000,100000,Diesel,1,1,First Owner,18.49,1493,100.0,7,240.0
529,2016,350000,80000,Petrol,1,1,Second Owner,19.1,1197,82.0,5,114.0
530,2018,535000,21000,Petrol,1,1,Second Owner,18.15,1198,82.0,6,115.0
531,2018,455000,100000,Petrol,1,1,Second Owner,19.0,1197,85.8,5,114.0
532,2019,655000,25000,Petrol,1,1,First Owner,21.21,1197,81.8,5,113.0
533,2019,800000,30000,Diesel,1,1,Third Owner,23.0,1498,98.96,5,205.0
534,2018,1100000,25000,Petrol,1,0,First Owner,17.8,1496,105.5,5,140.0
535,2016,3000000,40000,Diesel,1,0,First Owner,13.0,2143,204.0,5,500.0
536,2012,1225000,160000,Diesel,1,0,First Owner,11.5,2982,169.0,7,343.0
537,2018,340000,51492,Petrol,1,1,First Owner,18.15,1198,82.0,6,115.0
538,2011,300000,72000,Diesel,1,1,Second Owner,20.54,1598,103.6,5,250.0
539,2016,370000,60000,Petrol,1,1,First Owner,18.16,1196,86.8,5,112.0
540,2013,330000,136000,Diesel,1,1,Second Owner,15.96,2523,62.1,7,195.0
541,2014,238000,60000,Petrol,1,1,First Owner,17.92,1086,62.1,5,97.0
542,2013,200000,90000,Petrol,1,1,First Owner,17.92,1086,62.1,5,97.0
543,2014,320000,91000,Diesel,1,1,Fourth & Above Owner,22.71,1461,84.8,5,200.0
544,2009,114999,90000,Petrol,1,1,Fourth & Above Owner,17.92,1086,62.1,5,97.0
545,2010,210000,20000,Petrol,1,1,First Owner,19.81,1086,68.05,5,100.0
546,2011,200000,120000,Diesel,1,1,First Owner,14.0,2489,95.0,8,220.0
547,2009,135000,150000,Petrol,1,1,Second Owner,18.9,1061,67.0,5,84.0
548,2014,350000,167000,Diesel,1,1,Second Owner,13.6,2523,63.0,8,180.0
549,2017,680000,40000,Diesel,1,1,First Owner,28.4,1248,74.02,5,190.0
550,2010,200000,190000,Diesel,1,1,Second Owner,17.8,1248,75.0,5,190.0
551,2016,300000,50000,Petrol,1,1,First Owner,23.01,999,67.0,5,91.0
552,2011,270000,70000,Diesel,1,1,Second Owner,14.0,2498,112.0,7,260.0
553,2012,225000,80000,Petrol,1,1,Second Owner,18.9,998,67.1,5,90.0
554,2008,250000,120000,Diesel,1,1,First Owner,13.6,2523,63.0,8,180.0
555,2015,590000,40000,Diesel,1,1,Second Owner,18.49,1493,100.0,7,240.0
556,2015,290000,17000,Petrol,1,1,First Owner,21.1,814,55.2,5,75.0
557,2016,395000,50000,Petrol,1,1,First Owner,23.1,998,67.04,5,90.0
558,2014,195000,65000,Petrol,1,1,Second Owner,21.1,814,55.2,5,75.0
559,2009,270000,70000,Diesel,1,1,Second Owner,13.6,2523,63.0,8,180.0
560,2014,600000,90000,Diesel,1,1,Second Owner,13.58,2499,72.4,9,171.0
561,2015,715000,50000,Diesel,1,1,First Owner,22.54,1396,88.73,5,220.0
562,2019,875000,25000,Diesel,1,1,First Owner,18.49,1493,100.0,7,240.0
563,2011,420000,100000,Diesel,1,1,Second Owner,13.5,2179,115.0,5,278.0
564,2007,325000,70000,Petrol,1,0,Second Owner,10.1,2354,152.0,5,215.0
565,2017,385000,30000,Petrol,1,1,First Owner,20.63,1198,67.06,5,104.0
566,2016,300000,40000,Petrol,1,1,First Owner,18.15,1198,82.0,6,115.0
567,2014,300000,35000,Petrol,1,1,First Owner,23.1,998,67.04,5,90.0
568,2004,80000,120000,Petrol,1,1,Second Owner,13.2,1495,94.0,5,123.0
569,2012,400000,120000,Diesel,1,1,First Owner,15.96,2523,62.1,7,195.0
570,2012,168000,190000,Diesel,1,1,Second Owner,19.09,1396,69.0,5,135.0
571,2016,550000,120000,Diesel,1,1,First Owner,15.96,2523,62.1,9,195.0
572,2011,320000,175000,Diesel,1,1,Third Owner,13.6,2523,63.0,7,180.0
573,2011,320000,175000,Diesel,1,1,Third Owner,15.96,2523,63.0,9,180.0
574,2013,280000,80000,Diesel,1,1,First Owner,21.02,1248,88.76,5,200.0
575,2018,500000,10000,Petrol,1,1,First Owner,20.14,1197,81.86,5,114.0
576,2013,380000,90000,Diesel,1,1,Second Owner,20.5,1598,103.5,5,250.0
577,2012,340000,110000,Diesel,1,1,Second Owner,15.96,2523,63.0,9,180.0
578,2007,160000,120000,Diesel,1,1,Third Owner,13.6,2523,63.0,9,180.0
579,2014,750000,50000,Diesel,1,1,First Owner,12.99,2494,100.6,7,200.0
580,2018,531000,20000,Petrol,1,0,First Owner,18.9,1197,81.86,5,114.0
581,2017,300000,35000,Petrol,1,1,First Owner,23.01,999,67.0,5,91.0
582,2014,350000,60000,Diesel,1,1,Second Owner,20.14,1498,88.8,5,230.0
583,2010,150000,68000,Petrol,1,1,Fourth & Above Owner,18.6,1199,79.4,5,108.0
584,2017,1625000,54000,Diesel,1,1,First Owner,16.0,2179,140.0,7,330.0
585,2006,85000,120000,Diesel,1,1,Third Owner,16.8,1405,68.0,5,128.0
586,2018,450000,30000,Petrol,1,1,First Owner,18.9,1197,81.86,5,114.0
587,2017,360000,50000,Diesel,1,1,First Owner,27.28,1047,69.0,5,140.0
588,2020,390000,6000,Petrol,1,1,First Owner,23.95,998,67.05,5,90.0
589,2011,145000,50000,Petrol,1,1,Second Owner,15.37,1196,73.0,7,101.0
590,2012,540000,90000,Diesel,1,1,Third Owner,12.05,2179,120.0,8,290.0
591,2008,290000,126000,Diesel,1,1,Third Owner,12.8,2494,102.0,8,201.0
592,2013,300000,90000,Diesel,1,1,First Owner,25.0,1396,69.0,5,140.0
593,2011,441000,70000,Diesel,1,1,Second Owner,10.5,2609,120.0,7,290.0
594,2011,180000,80000,Petrol,1,1,Second Owner,21.1,814,55.2,5,75.0
595,2013,200000,80000,Petrol,1,1,Second Owner,21.1,814,55.2,5,75.0
596,2005,85000,150000,Petrol,1,1,Second Owner,19.7,796,46.3,5,62.0
597,2016,700000,110000,Diesel,1,1,Second Owner,24.3,1248,88.5,5,200.0
598,2010,275000,80000,Diesel,1,1,Fourth & Above Owner,22.07,1199,73.9,5,180.0
599,2019,600000,20000,Petrol,1,1,First Owner,18.9,1197,81.86,5,114.0
600,2011,250000,120000,Diesel,1,1,First Owner,13.0,2489,95.0,8,220.0
601,2016,600000,120000,Diesel,1,1,First Owner,15.96,2523,63.0,9,180.0
602,2010,200000,80000,Diesel,1,1,Second Owner,20.4,1248,91.2,5,209.0
603,2012,420000,120000,Diesel,1,1,Second Owner,19.3,1248,73.9,5,190.0
604,2012,321000,100000,Diesel,1,1,Second Owner,23.0,1396,90.0,5,220.0
605,2012,350000,120000,Diesel,1,1,Fourth & Above Owner,14.0,2498,112.0,8,260.0
606,2017,490000,80000,Petrol,1,1,First Owner,17.8,1198,86.7,5,109.0
607,2015,680000,90000,Diesel,1,1,First Owner,15.4,2523,75.0,7,200.0
608,2016,298000,70000,Petrol,1,1,First Owner,23.95,998,67.05,5,90.0
609,2013,1075000,110000,Diesel,1,0,Third Owner,12.8,2953,156.0,7,380.0
610,2017,500000,20000,Petrol,1,1,First Owner,18.9,1197,82.0,5,114.0
611,2014,650000,90000,Diesel,1,1,Second Owner,15.1,2179,140.0,7,330.0
612,2008,80000,70000,Petrol,1,1,Second Owner,15.26,1150,74.9,5,110.0
613,2009,290000,120000,Diesel,1,1,First Owner,13.6,2523,63.0,7,180.0
614,2006,220000,120000,Diesel,1,1,Second Owner,10.5,2179,120.0,8,290.0
615,2017,229999,80000,Petrol,1,1,First Owner,22.7,799,53.0,5,72.0
616,2003,150000,132478,Diesel,1,1,Second Owner,13.6,2523,63.0,7,180.0
617,2014,500000,45000,Petrol,1,1,First Owner,19.1,1197,85.8,5,114.0
618,2019,720000,10000,Petrol,1,1,First Owner,19.0,1194,94.68,5,120.0
619,2012,100000,51000,Petrol,1,1,First Owner,16.1,796,37.0,4,59.0
620,2014,810000,100000,Diesel,1,1,First Owner,15.1,2179,140.0,7,330.0
621,2010,165000,30000,Petrol,1,1,Third Owner,19.7,796,46.3,5,62.0
622,2016,409999,60000,Diesel,1,1,Second Owner,12.2,1994,105.3,10,264.0
623,2013,430000,86000,Diesel,1,1,Second Owner,22.9,1248,74.0,5,190.0
624,2015,300000,15000,Petrol,1,1,First Owner,20.62,1198,67.0,7,104.0
625,2011,350000,137500,Diesel,1,1,Third Owner,19.3,1248,73.9,5,190.0
626,2018,400000,60000,Petrol,1,1,First Owner,23.01,999,67.0,5,91.0
627,2016,420000,70000,Diesel,1,1,First Owner,18.2,1248,73.74,7,173.0
628,2015,430000,5000,Petrol,1,1,First Owner,20.51,998,67.04,5,90.0
629,2015,210000,40000,Petrol,1,1,First Owner,21.1,814,55.2,5,75.0
630,2015,600000,60000,Diesel,1,1,First Owner,19.01,1461,108.45,5,248.0
631,2008,150000,70000,Petrol,1,1,Third Owner,17.7,1497,78.0,5,125.0
632,2019,550000,15000,Petrol,1,1,First Owner,20.3,1199,84.0,5,114.0
633,2011,320000,110000,Diesel,1,1,Second Owner,19.3,1248,73.9,5,190.0
634,2000,80000,70000,Petrol,1,1,Fourth & Above Owner,16.1,796,37.0,4,59.0
635,2019,800000,10000,Diesel,1,1,First Owner,27.4,1498,98.63,5,200.0
636,2013,500000,60000,Petrol,1,1,First Owner,16.02,1373,93.7,7,130.0
637,2011,229999,110000,Diesel,1,1,Second Owner,18.8,1248,90.0,5,200.0
638,2015,630000,35000,Petrol,1,1,First Owner,18.6,1197,81.83,5,115.0
639,2016,190000,70000,Petrol,1,1,Second Owner,16.8,796,34.2,8,59.0
640,2011,450000,100000,Diesel,1,1,Second Owner,13.6,2523,63.0,7,180.0
